Feature ordinal,Feature,Bio MAF v4 block,Recommended status,Feature count origin,What this feature measures,Why this feature is in v4,Plain-English interpretation,Source / grounding,Downloaded/local provenance,Likely reviewer criticism,Response / rationale,Signature separation note
876,driver_gene_functional_event_log_count__TAL1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TAL1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TAL1,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TAL1.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
877,driver_gene_role_matched_event_log_count__TAL1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TAL1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TAL1; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TAL1 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
878,driver_gene_functional_event_log_count__TBL1XR1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TBL1XR1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TBL1XR1,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TBL1XR1.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
879,driver_gene_role_matched_event_log_count__TBL1XR1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TBL1XR1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TBL1XR1; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TBL1XR1 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
880,driver_gene_functional_event_log_count__TBX3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TBX3 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TBX3,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TBX3.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
881,driver_gene_role_matched_event_log_count__TBX3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TBX3 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TBX3; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TBX3 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
882,driver_gene_functional_event_log_count__TCF3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCF3 is included because: OncoKB annotated; COSMIC CGC v99 flag; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TCF3,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TCF3.,OncoKB annotated; COSMIC CGC v99 flag; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
883,driver_gene_role_matched_event_log_count__TCF3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCF3 is included because: OncoKB annotated; COSMIC CGC v99 flag; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TCF3; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TCF3 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
884,driver_gene_functional_event_log_count__TCF7L2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCF7L2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TCF7L2,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TCF7L2.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
885,driver_gene_role_matched_event_log_count__TCF7L2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCF7L2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TCF7L2; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TCF7L2 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
886,driver_gene_functional_event_log_count__TCL1A,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCL1A is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TCL1A,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TCL1A.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
887,driver_gene_role_matched_event_log_count__TCL1A,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TCL1A is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TCL1A; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TCL1A that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
888,driver_gene_functional_event_log_count__TENT5C,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TENT5C is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TENT5C,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TENT5C.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
889,driver_gene_role_matched_event_log_count__TENT5C,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TENT5C is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TENT5C; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TENT5C that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
890,driver_gene_functional_event_log_count__TERT,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TERT is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TERT,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TERT.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
891,driver_gene_role_matched_event_log_count__TERT,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TERT is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TERT; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TERT that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
892,driver_gene_functional_event_log_count__TET1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TET1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TET1,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TET1.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
893,driver_gene_role_matched_event_log_count__TET1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TET1 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TET1; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TET1 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
894,driver_gene_functional_event_log_count__TET2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TET2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TET2,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TET2.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
895,driver_gene_role_matched_event_log_count__TET2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TET2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TET2; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TET2 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
896,driver_gene_functional_event_log_count__TGFBR1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TGFBR1 is included because: OncoKB annotated; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TGFBR1,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TGFBR1.,OncoKB annotated; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
897,driver_gene_role_matched_event_log_count__TGFBR1,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TGFBR1 is included because: OncoKB annotated; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TGFBR1; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TGFBR1 that better matches how that gene is known to drive cancer.,OncoKB annotated; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
898,driver_gene_functional_event_log_count__TGFBR2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TGFBR2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TGFBR2,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TGFBR2.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
899,driver_gene_role_matched_event_log_count__TGFBR2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TGFBR2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3.,"log1p count of role-consistent likely driver events in TGFBR2; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TGFBR2 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Cancer Hotspots v3,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
900,driver_gene_functional_event_log_count__TMPRSS2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TMPRSS2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TMPRSS2,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TMPRSS2.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
901,driver_gene_role_matched_event_log_count__TMPRSS2,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TMPRSS2 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024.,"log1p count of role-consistent likely driver events in TMPRSS2; tumor-suppressor genes emphasize loss-of-function, oncogenes emphasize exact hotspot/residue evidence, both-role genes allow either.",Separates a generic passenger-like mutation from a mutation that matches known cancer-gene biology.,This tumor has a mutation in TMPRSS2 that better matches how that gene is known to drive cancer.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
902,driver_gene_functional_event_log_count__TNFAIP3,exact_consensus_driver_gene_identity,Core Bio MAF v4 feature; selectable as a block inside nested CV,401 externally supported genes x 2 exact-gene mutation summaries = 802 features. TNFAIP3 is included because: OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013.,log1p count of high/moderate-impact or otherwise protein-affecting mutations in TNFAIP3,"Recovers exact cancer-gene identity that the hash model had, but only for externally supported genes.",This tumor has a protein-affecting mutation in the externally supported cancer gene TNFAIP3.,OncoKB annotated; COSMIC CGC v99 flag; IntOGen 2024; Vogelstein 2013,OncoKB cancer gene list; IntOGen 2024 driver compendium; Cancer Hotspots v3 files. COSMIC CGC support is from the OncoKB CGC v99 flag because direct COSMIC download requires login.,Exact gene features can look like hand-picked biomarkers or may encode cancer type.,The gene list is not learned from endpoints. It is frozen before CV using external resources. Inclusion of the whole exact-gene block is tuned only inside the inner CV loop.,Gene identity is not a mutational signature exposure; signatures remain separate.
