gene,oncokb_gene_type,oncokb_source_count,oncokb_annotated,cosmic_cgc_v99_flag_in_oncokb,intogen_2024_driver,vogelstein_2013,cancer_hotspots_v3_gene,primary_driver_evidence_count,selected_for_v4_exact_gene_block,selection_rule
REV3L,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RGPD3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RGS7,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RHEB,ONCOGENE,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RHOA,ONCOGENE,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RHOH,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RHPN2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RICTOR,ONCOGENE,5,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RIOK2,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RIPK1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RIT1,ONCOGENE,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RMI2,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNASEH2A,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNASEH2B,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNF213,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNF217_AS1,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNF43,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RNF6,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
ROBO1,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
ROBO2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
ROS1,ONCOGENE,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPL10,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPL22,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPL5,TSG,2,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPN1,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPS15,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPS3A,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RPS6KA3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RPS6KA4,ONCOGENE,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPS6KB1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPS6KB2,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RPTOR,ONCOGENE,5,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RRAGC,ONCOGENE,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RRAS,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RRAS2,ONCOGENE,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RRN3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
RSPO2,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RSPO3,ONCOGENE,2,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RTEL1,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RUNX1,TSG,6,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RUNX1T1,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RUNX2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RXRA,INSUFFICIENT_EVIDENCE,3,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
RYBP,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
S1PR2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SALL4,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SAMD9,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SAMD9L,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SAMHD1,TSG,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SBDS,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SCG5,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDC4,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDCBP,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SDHA,TSG,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDHAF2,TSG,4,True,True,False,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDHB,TSG,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDHC,TSG,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SDHD,TSG,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SEC31A,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SEPTIN5,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SEPTIN6,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SEPTIN9,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SERP2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SERPINB3,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SERPINB4,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SESN1,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SESN2,TSG,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SESN3,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SET,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETBP1,ONCOGENE,5,True,True,True,True,False,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD1A,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD1B,INSUFFICIENT_EVIDENCE,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD2,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD3,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD4,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD5,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD6,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETD7,INSUFFICIENT_EVIDENCE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETDB1,ONCOGENE_AND_TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SETDB2,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SF3B1,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SF3B2,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SFPQ,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SFRP1,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SFRP2,ONCOGENE_AND_TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SFRP4,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SGK1,ONCOGENE,4,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SH2B3,TSG,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SH2D1A,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SH3GL1,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SHOC2,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SHQ1,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SHTN1,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SIN3A,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SIRPA,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SIX1,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLC1A2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLC34A2,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLC45A3,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLFN11,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLIT2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLIT3,TSG,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SLX4,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMAD2,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMAD3,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMAD4,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCA1,ONCOGENE_AND_TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCA2,TSG,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCA4,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCB1,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCD1,INSUFFICIENT_EVIDENCE,3,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMARCE1,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMC1A,TSG,3,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMC3,TSG,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMG1,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMO,ONCOGENE,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SMYD3,ONCOGENE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SNCAIP,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SND1,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SNX29,,1,False,False,True,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOCS1,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOCS2,,1,False,False,False,False,False,0,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOCS3,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOS1,ONCOGENE,3,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOX10,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOX17,TSG,3,True,False,True,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOX2,ONCOGENE,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SOX21,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SOX9,TSG,5,True,False,True,True,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SP140,TSG,2,True,False,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SPEN,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SPOP,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SPRED1,TSG,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SPRTN,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SQSTM1,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SRC,ONCOGENE,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SRGAP3,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SRP72,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SRSF2,INSUFFICIENT_EVIDENCE,6,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SRSF3,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SS18,ONCOGENE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SS18L1,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SSX1,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SSX2,INSUFFICIENT_EVIDENCE,3,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SSX4,,2,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAG1,TSG,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAG2,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT1,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT3,ONCOGENE,6,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT4,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT5A,ONCOGENE,4,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT5B,ONCOGENE,5,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STAT6,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STIL,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STK11,TSG,7,True,True,True,True,True,4,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STK19,ONCOGENE,3,True,False,False,False,True,1,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STK40,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
STRN,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SUFU,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SUSD2,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
SUZ12,TSG,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SYK,ONCOGENE,6,True,True,False,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
SZT2,INSUFFICIENT_EVIDENCE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TACSTD2,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAF1,ONCOGENE,2,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAF15,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAF1L,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
TAL1,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAL2,,2,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAP1,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TAP2,INSUFFICIENT_EVIDENCE,3,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TBL1XR1,ONCOGENE,4,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TBX3,TSG,5,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCEA1,,1,False,True,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCF12,,1,False,True,True,False,False,2,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCF3,TSG,5,True,True,False,False,True,2,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCF4,,0,False,False,True,False,False,1,False,not selected: only IntOGen support and no Cancer Hotspots v3 gene evidence
TCF7L2,TSG,4,True,True,True,False,True,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCL1A,ONCOGENE,3,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TCL1B,ONCOGENE,1,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TEC,,1,False,False,True,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TEK,INSUFFICIENT_EVIDENCE,4,True,False,False,False,False,1,False,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
TENT5C,TSG,6,True,True,True,False,False,3,True,>=3 of OncoKB annotated / CGC flag / IntOGen / Vogelstein OR Cancer Hotspots v3 gene
